Word, Consonants
spin,
spine,
spinoza,
spiral,RAIL
spirit,GET
spiritual,RAIL
spirituality,LOOK WATER
spirograph,NOT_IN_CMU_DICT
spit,GET
spite,GET
spitfire,NOT_IN_CMU_DICT
spits,
spitted,NOT_IN_CMU_DICT
spitting,WATER TALKING
splash,LOOK
splayfoot,NOT_IN_CMU_DICT
splendid,LOOK
split,LOOK GET
sploshing,NOT_IN_CMU_DICT
splurge,LOOK
spoil,RAIL
spoiled,RAIL
spoiler,LOOK
spoiling,LOOK TALKING
spoils,RAIL
spoilt,NOT_IN_CMU_DICT
spoke,
spoken,
spokesman,
spokespeople,RAIL
spokeswoman,
sponsor,
sponsorship,
spontaneous,
spontaneously,LOOK
spoof,
spooky,
spool,RAIL
spoon,
spoor,
spoors,NOT_IN_CMU_DICT
spore,
sport,GET
sportswear,
spot,GET
spot-on,NOT_IN_CMU_DICT
spotlight,LOOK GET
spotting,WATER TALKING
spouse,
spout,GET
sprang,RUN TALKING
spray,RUN
sprays,RUN
spread,RUN
spreadsheet,RUN GET
spring,RUN TALKING
springer,RUN TALKING
springfield,RUN TALKING RAIL
springsteen,RUN TALKING
springy,NOT_IN_CMU_DICT
sprint,RUN GET
spruce,RUN
sprung,RUN TALKING
spuds,
spur,
spur-of-the-moment,NOT_IN_CMU_DICT
spurious,
spurious,
spuriousness,NOT_IN_CMU_DICT
spurs,
spy,
spyglass,LOOK
spyware,
sql,RAIL
squad,
square,
square-shouldered,NOT_IN_CMU_DICT
square-toed,NOT_IN_CMU_DICT
squared,
squarely,LOOK
squareness,NOT_IN_CMU_DICT
squares,
squash,
squashed,GET
squashes,NOT_IN_CMU_DICT
squashing,TALKING
squawk,
squeaky,
squeaky-clean,NOT_IN_CMU_DICT
squeamish,
squeegee,
squeeze,
squeezed,
squeezes,
squeezing,TALKING
squirt,GET
squishy,
src,NOT_IN_CMU_DICT
srebrenica,RUN
stab,
stability,LOOK WATER
stabilize,LOOK
stable,RAIL
staccato,WATER
stacey,
stack,
stacy,
stadium,
staff,
staffing,TALKING
stafford,
staffordshire,
stag,
stage,
stagecoach,
stagger,
stainforth,NOT_IN_CMU_DICT
stainless,LOOK
stair,
stair-carpet,NOT_IN_CMU_DICT
staircase,
stairs,
stairway,
stairwell,RAIL
stake,
stakeholder,HOUSE RAIL
stakeholders,HOUSE RAIL
stale,RAIL
stalin,LOOK
stalking,TALKING
stall,RAIL
stamp,
stan,
stance,
stand,
stand-up,
standard,
standardize,
standardized,
standardizes,NOT_IN_CMU_DICT
standardizing,TALKING
standby,
standee,NOT_IN_CMU_DICT
standpoint,GET
stanford,
stanley,LOOK
stansted,NOT_IN_CMU_DICT
stanza,
staple,RAIL
stapleton,RAIL
star,
star-gazer,NOT_IN_CMU_DICT
star-studded,NOT_IN_CMU_DICT
starboard,
starbucks,
starch,
stardust,GET
stare,
stares,
starfish,
staring,TALKING
stark,
starlet,LOOK GET
starring,TALKING
starship,
starsmerchant,NOT_IN_CMU_DICT
start,GET
startle,RAIL
startled,RAIL
startles,RAIL
startling,LOOK TALKING
startup,
starvation,
starve,
starved,
starveling,NOT_IN_CMU_DICT
starves,
starving,TALKING
starwort,NOT_IN_CMU_DICT
stash,
stat,GET
state,GET
statement,GET
statewide,
statham,THINK
static,WATER
station,
stationary,
stationery,
statistic,WATER
statistical,WATER RAIL
statistics,WATER
statoil,WATER RAIL
statue,
statues,
status,WATER
statute,GET
statutes,
statutory,WATER
stay,
stayed,
stays,
std,NOT_IN_CMU_DICT
steadfast,GET
steadily,LOOK
steady,
steak,
steakhouse,HOUSE
steal,RAIL
steam,
steam-heat,NOT_IN_CMU_DICT
steamer,
steatopygia,NOT_IN_CMU_DICT
steel,RAIL
steep,
steer,
steerage,NOT_IN_CMU_DICT
steering,TALKING
steering-gear,NOT_IN_CMU_DICT
stegosaurus,
steiger,
stella,LOOK
stem,
stendhal,RAIL
stentorian,NOT_IN_CMU_DICT
step,
step,
stepbrother,NOT_IN_CMU_DICT
stepdaughter,WATER
stepfather,THIS
stephanie,
stephen,
stepmother,THIS
stepped,GET
stepping,TALKING
steps,
steps,
stepson,
stereo,
stereotype,WATER
sterling,LOOK TALKING
stern,
steroids,
stethoscope,THINK
steve,
steven,
stevens,
stevens,
stevie,
steward,
stewart,GET
stewed,
stick,
stick-in-the-mud,NOT_IN_CMU_DICT
sticker,
sticky,
stiff,
stigmata,WATER
still,RAIL
still-life,NOT_IN_CMU_DICT
stimulate,LOOK GET
stimulated,LOOK WATER
stimulates,LOOK
stimulating,LOOK WATER TALKING
stimulation,LOOK
stinger,TALKING
stir,
stir-fry,NOT_IN_CMU_DICT
stirrer,NOT_IN_CMU_DICT
stirs,
stitch,
stivichal,NOT_IN_CMU_DICT
stockhausen,HOUSE
stockholm,HOUSE RAIL
stockings,TALKING
stockjobber,NOT_IN_CMU_DICT
stockport,NOT_IN_CMU_DICT
stodgy,
stogey,NOT_IN_CMU_DICT
stoke,
stoke-on-trent,NOT_IN_CMU_DICT
stole,RAIL
stolen,LOOK
stomach,
stone,
stonemason,NOT_IN_CMU_DICT
stood,
stooges,
stool,RAIL
stop,
stopped,GET
stopping,TALKING
stopwatch,
store,
stored,
storehouse,HOUSE
storeroom,RUN
storey,
stork,
storm,
storm-cloud,NOT_IN_CMU_DICT
stormtrooper,NOT_IN_CMU_DICT
stormzy,NOT_IN_CMU_DICT
story,
stourmouth,NOT_IN_CMU_DICT
stout,GET
stove,
stowmarket,NOT_IN_CMU_DICT
str,NOT_IN_CMU_DICT
strachey,NOT_IN_CMU_DICT
stradey,NOT_IN_CMU_DICT
straight,RUN GET
straight-forward,NOT_IN_CMU_DICT
straightedge,RUN WATER
straighten,RUN WATER
straightforward,RUN
strain,RUN
strait,RUN GET
strand,RUN
strange,RUN
strangely,RUN LOOK
stranger,RUN
strangest,RUN GET
strap,RUN
strasbourg,RUN
strategic,RUN WATER
strategies,RUN WATER
strategy,RUN WATER
strathclyde,NOT_IN_CMU_DICT
strathcona,NOT_IN_CMU_DICT
strathmore,NOT_IN_CMU_DICT
strathspey,NOT_IN_CMU_DICT
stratopause,NOT_IN_CMU_DICT
stratosphere,RUN WATER
stratospheres,NOT_IN_CMU_DICT
strauss,RUN
straw,RUN
strawberry,RUN
straws,RUN
stray,RUN
streak,RUN
stream,RUN
streamer,RUN
streamline,RUN LOOK
street,RUN GET
strength,RUN THINK TALKING
strengthen,RUN TALKING THINK
strenuous,RUN
stress,RUN
stress-marks,NOT_IN_CMU_DICT
stresses,RUN
stretch,RUN
stretcher,RUN
stretcher-bearer,RUN
stretches,RUN
stretchy,NOT_IN_CMU_DICT
strict,RUN GET
strictly,RUN LOOK
strike,RUN
striker,RUN
striking,RUN TALKING
stringent,RUN GET
stringer,RUN TALKING
stringy,RUN TALKING
strip,RUN
stripe,RUN
stripes,RUN
strive,RUN
stroke,RUN
stroll,RUN RAIL
strong,RUN TALKING
strongarm,NOT_IN_CMU_DICT
stronger,RUN TALKING
stronghold,RUN TALKING HOUSE RAIL
strongly,RUN TALKING LOOK
strophe,NOT_IN_CMU_DICT
stroud,RUN
strowger,NOT_IN_CMU_DICT
struck,RUN
struct,NOT_IN_CMU_DICT
structural,RUN RAIL
structure,RUN
structured,RUN
struggle,RUN RAIL
struggled,RUN RAIL
struggling,RUN LOOK TALKING
strut,RUN GET
struth,NOT_IN_CMU_DICT
struthers,RUN THIS
stuart,GET
stuck,
stud,
student,GET
studied,
studio,
studios,
study,
stuff,
stuffing,TALKING
stumble,RAIL
stumbled,RAIL
stun,
stunk,
stunned,
stunning,TALKING
stuns,
stunt,GET
stupa,
stupendous,
stupid,
stupidity,WATER
sturdy,
stuttgart,GET
style,RAIL
stylish,LOOK
stylus,LOOK
stymie,
suarez,
sub,
subaqua,NOT_IN_CMU_DICT
subaru,
subassembly,LOOK
subcommittee,WATER
subculture,RAIL
subdivision,
subject,GET
subjective,
sublime,LOOK
submariner,NOT_IN_CMU_DICT
submerge,
submission,
submit,GET
submitted,WATER
submitting,WATER TALKING
suborder,NOT_IN_CMU_DICT
subroutine,RUN WATER
subroutines,NOT_IN_CMU_DICT
subscribe,RUN
subscriber,RUN
subscription,RUN
subsection,
subsequent,GET
subsequently,LOOK
subset,GET
subsidiary,
subsidize,
subsidized,
subsidizes,
subsidizing,TALKING
subsoil,RAIL
substance,
substantial,RAIL
substantially,LOOK
substantiate,GET
substitute,WATER GET
substituted,WATER
substitution,WATER
subterfuge,
subtitles,WATER RAIL
subtle,WATER RAIL
subtleties,WATER RAIL
subtlety,WATER RAIL
subtly,WATER LOOK
subtotal,NOT_IN_CMU_DICT
subtype,
suburban,
subversion,
subway,
succeed,
success,
successful,RAIL
successfully,LOOK
succession,
successive,
successor,
succubus,NOT_IN_CMU_DICT
such,
suck,
sucrose,RUN
sudan,
sudbury,
sudden,
suddenly,LOOK
sudoku,NOT_IN_CMU_DICT
suds,
sue,
sued,
suede,
sues,
suffer,
sufferer,
suffering,TALKING RUN
suffice,
sufficient,GET
sufficiently,LOOK
suffix,
suffolk,
suffusion,NOT_IN_CMU_DICT
sufi,NOT_IN_CMU_DICT
sugar,
sugar-beet,NOT_IN_CMU_DICT
sugarcane,
sugary,
suggest,GET
suggestion,
suicidal,RAIL
suicide,
suing,TALKING
suit,GET
suitability,WATER LOOK
suitable,WATER RAIL
suitably,WATER LOOK
suite,GET
sulawesi,LOOK
sulfur,RAIL
sulfuric,RAIL
sullivan,LOOK
sulpha,NOT_IN_CMU_DICT
sultana,NOT_IN_CMU_DICT
sum,
sumatra,RUN
sumerian,NOT_IN_CMU_DICT
summarize,
summarized,
summarizes,
summarizing,TALKING
summary,
summer,
summit,GET
sumo,
sun,
sun-parlour,NOT_IN_CMU_DICT
sun-porch,NOT_IN_CMU_DICT
sunbathe,THIS
sunbathed,NOT_IN_CMU_DICT
sunbathing,THIS TALKING
sunbeam,
sunbed,NOT_IN_CMU_DICT
sunday,
sunderland,LOOK
sundry,RUN
sunflower,LOOK
sung,TALKING
sunglasses,LOOK
sunk,
sunlight,LOOK GET
sunni,
sunny,
sunrise,RUN
sunroof,RUN
sunset,GET
sunshade,NOT_IN_CMU_DICT
sunshine,
super,
super-imposition,
superb,
superbly,LOOK
supercargo,NOT_IN_CMU_DICT
supercharge,
supercharger,NOT_IN_CMU_DICT
superego,NOT_IN_CMU_DICT
superficial,RAIL
superficially,LOOK
superfluous,RAIL
supergirl,NOT_IN_CMU_DICT
superglue,NOT_IN_CMU_DICT
superhighway,HOUSE
superintendent,GET
superior,
superiority,WATER
superlative,LOOK WATER
supermarket,GET
supernatural,RAIL
supernova,
supersede,
superstar,
superstore,
supervise,
supervised,
supervision,
supervisions,NOT_IN_CMU_DICT
supervisor,
supper,
supplement,LOOK GET
supplemental,LOOK RAIL
supplementary,LOOK RUN
supplementary,LOOK RUN
supplied,LOOK
supplier,LOOK
supplies,LOOK
supply,LOOK
support,GET
supported,
supporters,
suppose,
supposed,
supposedly,LOOK
suppository,NOT_IN_CMU_DICT
suppress,RUN
suppressed,RUN GET
suppresses,RUN
suppressing,RUN TALKING
suppression,RUN
supremacist,RUN GET
supremacy,RUN
supreme,RUN
supremo,NOT_IN_CMU_DICT
suprising,NOT_IN_CMU_DICT
sur,
surbiton,NOT_IN_CMU_DICT
surcharge,
surely,LOOK
surf,
surface,
surface-to-air,NOT_IN_CMU_DICT
surfboard,
surfer,
surfing,TALKING
surge,
surgeon,
surgery,
surgical,RAIL
surly,LOOK
surname,
surpass,
surplus,LOOK
surprise,RUN
surprised,RUN
surprisingly,RUN TALKING LOOK
surreal,RAIL
surrey,
surround,
surrounding,TALKING
surveillance,LOOK
survey,
surveys,
survival,RAIL
survive,
survived,
survivor,
susan,
susceptible,RAIL
suse,NOT_IN_CMU_DICT
sushi,
susie,
suspect,GET
suspend,
suspended,
suspending,TALKING
suspends,
suspension,
suspicion,
suspicious,
suspiciously,LOOK
sussex,
susskind,
sustain,
sustainability,LOOK WATER
sustainable,RAIL
sustained,
sustaining,TALKING
sustains,
sutherland,THIS LOOK
sutton,WATER
suture,
suzanne,
suzie,
suzuki,
svalbard,NOT_IN_CMU_DICT
svengali,NOT_IN_CMU_DICT
swaddling-clothes,NOT_IN_CMU_DICT
swallow,LOOK
swallow,LOOK
swallowed,LOOK
swallowing,LOOK TALKING
swallows,LOOK
swam,
swami,
swamp,
swamp,
swamped,GET
swamping,TALKING
swamps,
swamps,
swanee,
swansea,NOT_IN_CMU_DICT
swap,
swapo,
swaraj,NOT_IN_CMU_DICT
swarajist,NOT_IN_CMU_DICT
swarfega,NOT_IN_CMU_DICT
swarthy,THIS THINK
swatch,
swazi,
swaziland,LOOK
swear,
swearer,NOT_IN_CMU_DICT
swearing,TALKING
swearword,NOT_IN_CMU_DICT
sweat,GET
sweating,WATER TALKING
sweats,
sweden,
swedenborg,NOT_IN_CMU_DICT
swedish,
sweep,
sweeper,
sweet,GET
sweet-talk,NOT_IN_CMU_DICT
sweetheart,HOUSE GET
sweetie,WATER
swept,GET
swift,GET
swim,
swimming,TALKING
swimming-baths,NOT_IN_CMU_DICT
swimming-trunks,NOT_IN_CMU_DICT
swimwear,
swing,TALKING
swing,TALKING
swinger,TALKING
swingers,TALKING
swipe,
swirl,RAIL
swiss,
switch,
switchboard,
switches,
switchgear,NOT_IN_CMU_DICT
switzerland,LOOK
swivel,RAIL
swoop,
swoosh,
sword,
sword-bearer,NOT_IN_CMU_DICT
swore,
sworn,
swum,
sycamore,
sydney,
sykes,
symantec,
symbol,RAIL
symbolic,LOOK
symmetric,RUN
symmetry,RUN
sympathetic,THINK WATER
sympathize,THINK
sympathy,THINK
symphony,
symposium,
symptom,
symptoms,
synagogue,
sync,
syndicate,GET
syndication,
syndrome,RUN
synergy,
synonym,
synonymous,
synonyms,
synopsis,
syntactic,
syntactically,NOT_IN_CMU_DICT
syntax,
synthesis,THINK
synthesizer,THINK
synthetic,THINK WATER
syracuse,
syria,
sys,NOT_IN_CMU_DICT
system,
systematic,WATER
t-junction,NOT_IN_CMU_DICT
tab,
tabitha,THINK
table,RAIL
table-knife,NOT_IN_CMU_DICT
table-talk,NOT_IN_CMU_DICT
tablespoon,RAIL
tablet,LOOK GET
tableware,RAIL
tabloid,LOOK
tabor,
tachograph,NOT_IN_CMU_DICT
tack,
tacked,GET
tacking,TALKING
tackle,RAIL
tackled,RAIL
tacks,
tactic,
tactical,RAIL
tactics,
tactless,LOOK
tadzhik,NOT_IN_CMU_DICT
tadzhikistan,NOT_IN_CMU_DICT
tag,
tagalog,LOOK
tahiti,HOUSE WATER
tahoe,HOUSE
taiga,NOT_IN_CMU_DICT
tail,RAIL
tailgate,RAIL GET
tailor,LOOK
taipei,
taiwan,
taiwanese,
taiyuan,NOT_IN_CMU_DICT
tajik,
tajikistan,
tajine,NOT_IN_CMU_DICT
take,
take-home,NOT_IN_CMU_DICT
take-off,NOT_IN_CMU_DICT
take-up,NOT_IN_CMU_DICT
takeaway,
takeover,
taker,
takers,
tale,RAIL
talebearing,NOT_IN_CMU_DICT
talent,LOOK GET
talgarth,NOT_IN_CMU_DICT
talitha,LOOK THIS
talk,
talkie,
talking-points,NOT_IN_CMU_DICT
tall,RAIL
tallahasee,NOT_IN_CMU_DICT
tallboys,NOT_IN_CMU_DICT
tallulah,LOOK
talmud,RAIL
tambour,NOT_IN_CMU_DICT
tambours,NOT_IN_CMU_DICT
tame,
tamera,NOT_IN_CMU_DICT
tameside,NOT_IN_CMU_DICT
tamil,RAIL
tampa,
tan,
tandoori,
tangent,GET
tangier,NOT_IN_CMU_DICT
tangy,NOT_IN_CMU_DICT
tank,
tannoy,NOT_IN_CMU_DICT
tannoys,NOT_IN_CMU_DICT
tanzania,
tanzanian,
tap,
tape,
tape-measure,NOT_IN_CMU_DICT
taper,
tar,
tarboosh,NOT_IN_CMU_DICT
target,GET
tariff,
tarmac,
tarn,NOT_IN_CMU_DICT
tarnish,
tarp,
tarpaulin,NOT_IN_CMU_DICT
tarpon,
tarshish,NOT_IN_CMU_DICT
tarzan,
task,
task-force,NOT_IN_CMU_DICT
taskmaster,
tasmania,
taste,GET
tasted,
tasteless,LOOK
tasty,
tata,WATER
tatham,THINK
tattoo,WATER
tattooed,WATER
tatum,WATER
tatung,NOT_IN_CMU_DICT
tau,NOT_IN_CMU_DICT
taught,GET
tauromachy,NOT_IN_CMU_DICT
taurus,
tavern,
tavistock,NOT_IN_CMU_DICT
tax,
taxation,
taxes,
taxi,
taxicab,
taxpayer,
taxpayers,
tayberry,NOT_IN_CMU_DICT
taylor,LOOK
tayport,NOT_IN_CMU_DICT
tayside,NOT_IN_CMU_DICT
tba,NOT_IN_CMU_DICT
tcp,NOT_IN_CMU_DICT
tea,
tea-bag,NOT_IN_CMU_DICT
tea-time,NOT_IN_CMU_DICT
tea-towel,NOT_IN_CMU_DICT
teach,
teacher,
teaches,
teague,
teak,
team,
teamed,
teamwork,
teapot,GET
tear,
teardrop,NOT_IN_CMU_DICT
tearful,RAIL
tearing,TALKING
tears,
tearsheet,NOT_IN_CMU_DICT
teary,
teaser,
teaspoon,
tech,
techie,
technically,LOOK
technician,
technicolor,LOOK
technique,
techno,
technological,LOOK RAIL
technology,LOOK
techrepublic,NOT_IN_CMU_DICT
tecumseh,
ted,
teddy,
tedious,
tee,
teeming,TALKING
teen,
teenage,
teenager,
teepee,NOT_IN_CMU_DICT
teeth,THINK
teifi,NOT_IN_CMU_DICT
tel,RAIL
telecast,LOOK GET
telecharger,NOT_IN_CMU_DICT
telecom,LOOK
telecommunications,LOOK
telegraph,LOOK RUN
telemark,NOT_IN_CMU_DICT
telemarketing,LOOK WATER TALKING
telephone,LOOK
telephony,LOOK
telescope,LOOK
television,LOOK
televisual,NOT_IN_CMU_DICT
tell,RAIL
telltale,RAIL
telomeres,LOOK
temp,
temperature,RUN
tempestuous,
tempi,NOT_IN_CMU_DICT
template,LOOK GET
temple,RAIL
temporal,RAIL
temporarily,LOOK
temporary,
tempt,GET
temptation,
tempted,
tempting,TALKING
tempts,
tempura,NOT_IN_CMU_DICT
ten,
tenant,GET
tend,
tendencies,
tendency,
tenderloin,LOOK
teniers,NOT_IN_CMU_DICT
tennessee,
tennis,
tennis-court,NOT_IN_CMU_DICT
tenochtitlan,NOT_IN_CMU_DICT
tense,
tension,
tent,GET
tent-peg,NOT_IN_CMU_DICT
tentative,WATER
tentatively,WATER LOOK
tenth,THINK
teresa,
teriyaki,
term,
termi,NOT_IN_CMU_DICT
terminal,RAIL
terminally,LOOK
terminate,GET
terminated,WATER
terminates,
terminating,WATER TALKING
termination,
terminator,WATER
terminology,LOOK
terpene,NOT_IN_CMU_DICT
terrace,
terrain,
terrestrial,RUN RAIL
terrible,RAIL
terribly,LOOK
terrified,
territorial,WATER RAIL
territoriality,NOT_IN_CMU_DICT
territory,WATER
terror,
terrorism,
terrorist,GET
terry,
terse,
tertiary,
tessa,
test,GET
test-drive,NOT_IN_CMU_DICT
test-tube,NOT_IN_CMU_DICT
testament,GET
testify,
testimonial,RAIL
testimonials,RAIL
testimony,
tether,THIS
teutonic,WATER
tewa,NOT_IN_CMU_DICT
tex,
texas,
text,GET
textbook,
textile,RAIL
textual,RAIL
texture,
tft,NOT_IN_CMU_DICT
thai,
thailand,LOOK
thames,
than,THIS
thank,THINK
thankful,THINK RAIL
thankfully,THINK LOOK
thanks,THINK
thanksgiving,THINK TALKING
that,THIS GET
thatcher,THINK
thaumaturge,NOT_IN_CMU_DICT
thea,THINK
theater,THINK WATER
theatre,THINK WATER
thee,THIS
theft,THINK GET
their,THIS
them,THIS
theme,THINK
themselves,THIS RAIL
then,THIS
theodore,THINK
theologian,THINK LOOK
theological,THINK LOOK RAIL
theology,THINK LOOK
theomorphic,NOT_IN_CMU_DICT
theorem,THINK
theoretical,THINK WATER RAIL
theoretically,THINK WATER LOOK
theory,THINK
therapeutic,THINK WATER
therapist,THINK GET
therapy,THINK
there,THIS
thereabouts,THIS
thereafter,THIS
thereby,THIS
therefore,THIS
therefrom,NOT_IN_CMU_DICT
therein,THIS
thereof,THIS
thereto,THIS
therewith,NOT_IN_CMU_DICT
thermal,THINK RAIL
thermocouple,NOT_IN_CMU_DICT
thermoplastic,THINK LOOK
thermostat,THINK GET
thesaurus,THINK
these,THIS
thesis,THINK
theta,THINK WATER
they,THIS
they're,THIS
thick,THINK
thief,THINK
thieve,THINK
thieves,THINK
thigh,THINK
thigh-highs,NOT_IN_CMU_DICT
thighbone,NOT_IN_CMU_DICT
thighs,THINK
thin,THINK
thing,THINK TALKING
thingamabob,THINK TALKING
thingie,NOT_IN_CMU_DICT
thingy,THINK TALKING
think,THINK
think-tank,NOT_IN_CMU_DICT
thinkpad,THINK
third,THINK
thirst,THINK GET
thirteen,THINK WATER
thirty,THINK WATER
this,THIS
thomas,
thompson,
thomson,
thong,THINK TALKING
thorax,THINK
thorium,THINK
thorn,THINK
thorne,THINK
thornton,THINK
thorough,THINK
thoroughbred,THINK RUN
thoroughfare,THINK
thoroughfares,THINK
thoroughly,THINK LOOK
thorpe,THINK
those,THIS
thoth,NOT_IN_CMU_DICT
thou,THIS
though,THIS
thought,THINK GET
thoughtful,THINK RAIL
THOUGHThypothetical,NOT_IN_CMU_DICT
thousand,THINK
thousands,THINK
thread,THINK RUN
threat,THINK RUN GET
threaten,THINK RUN WATER
threatened,THINK RUN WATER
threatening,THINK RUN WATER TALKING
threatens,THINK RUN WATER
three,THINK RUN
threesome,THINK RUN
threshing-floor,NOT_IN_CMU_DICT
threshold,THINK RUN RAIL
threw,THINK RUN
thriller,THINK RUN LOOK
throat,THINK RUN GET
thrombosis,THINK RUN
throng,THINK RUN TALKING
throttle,THINK RUN WATER RAIL
through,THINK RUN
throughout,THINK RUN GET
throughput,THINK RUN GET
throughway,THINK RUN
throw,THINK RUN
thrown,THINK RUN
throws,THINK RUN
thru,THINK RUN
thrush,THINK RUN
thrust,THINK RUN GET
thrusting,THINK RUN TALKING
thrusts,THINK RUN
thruway,THINK RUN
thucydides,NOT_IN_CMU_DICT
thud,THINK
thug,THINK
thule,NOT_IN_CMU_DICT
thumb,THINK
thumbnail,THINK RAIL
thumbzilla,NOT_IN_CMU_DICT
thunder,THINK
thundercloud,NOT_IN_CMU_DICT
thunderstorm,THINK
thursday,THINK
thus,THIS
thy,THIS
thyroid,THINK
thyroxine,NOT_IN_CMU_DICT
tiberias,NOT_IN_CMU_DICT
tick,
ticket,GET
tide,
tidied,NOT_IN_CMU_DICT
tidies,NOT_IN_CMU_DICT
tidmarsh,NOT_IN_CMU_DICT
tidy,
tidying,NOT_IN_CMU_DICT
tie,
tied,
tied,
tier,
tierce,
tierney,
ties,
tiffany,
tiger,
tiger-lily,NOT_IN_CMU_DICT
tight,GET
tightly,LOOK
tightrope,RUN
tigris,RUN
tijuana,
tiktok,NOT_IN_CMU_DICT
til,RAIL
tile,RAIL
till,RAIL
tim,
timber,
timberlake,LOOK
timberyard,NOT_IN_CMU_DICT
time,
time-exposure,NOT_IN_CMU_DICT
time-lapse,NOT_IN_CMU_DICT
timeline,LOOK
timely,LOOK
timescale,NOT_IN_CMU_DICT
timeshare,
timesharing,NOT_IN_CMU_DICT
timetable,RAIL
timex,
timisoara,
timor,
timothy,THINK
tin,
tina,
tintagel,NOT_IN_CMU_DICT
tiny,
tip,
tiptoed,
tirade,
tirana,
tire,
tired,
tiresome,
tissue,
tissues,
tit,GET
titania,WATER
titanic,WATER
titanium,WATER
titans,WATER
tithe,THIS
tithe-barn,NOT_IN_CMU_DICT
title,WATER RAIL
title-page,NOT_IN_CMU_DICT
titled,WATER RAIL
titmarsh,NOT_IN_CMU_DICT
titmouse,NOT_IN_CMU_DICT
tito,WATER
titten,NOT_IN_CMU_DICT
tnt,NOT_IN_CMU_DICT
to,
to-do,
toad,
toast,GET
toasting-fork,NOT_IN_CMU_DICT
tobacco,
tobago,
tobey,
toby,
toccata,NOT_IN_CMU_DICT
today,
todd,
toddler,LOOK
toe,
toe-rag,NOT_IN_CMU_DICT
toffee,
tofu,
toga,
together,THIS
togetherness,THIS
toggle,RAIL
togo,
toil,RAIL
toilet,LOOK GET
toiletries,LOOK RUN
toilette,NOT_IN_CMU_DICT
tokelau,NOT_IN_CMU_DICT
token,
tokyo,
told,RAIL
tolerance,LOOK
tolerant,LOOK GET
tolerate,LOOK GET
tolerated,LOOK WATER
tolerates,LOOK
tolerating,LOOK WATER TALKING
toll,RAIL
tolled,RAIL
tolstoy,RAIL
tom,
tomato,WATER
tomatoes,WATER
tomb,
tombola,NOT_IN_CMU_DICT
tomboy,
tome,
tomintoul,NOT_IN_CMU_DICT
tommie,
tommy,
tomorrow,
tomtom,NOT_IN_CMU_DICT
ton,
tone,
toneme,NOT_IN_CMU_DICT
tonga,
tongs,TALKING
tongue,TALKING
toni,
tonight,GET
tonsure,NOT_IN_CMU_DICT
tony,
too,
took,
tool,RAIL
toolbar,RAIL
toolbox,RAIL
toolkit,NOT_IN_CMU_DICT
tools,RAIL
tooth,THINK
toothbrush,THINK RUN
toothless,THINK LOOK
toothpaste,THINK GET
toothsome,NOT_IN_CMU_DICT
tooting,NOT_IN_CMU_DICT
tootsie,
top,
top-dog,NOT_IN_CMU_DICT
topaz,
topic,
topical,RAIL
topless,LOOK
topnotch,NOT_IN_CMU_DICT
topsoil,RAIL
torch,
torch-singer,NOT_IN_CMU_DICT
tore,
torment,GET
torn,
tornado,
toronto,
torpedo,
torpoint,NOT_IN_CMU_DICT
torpor,
torque,
torres,
tors,NOT_IN_CMU_DICT
torso,
tort,GET
tortuga,NOT_IN_CMU_DICT
tortuous,
torture,
torturous,
torus,NOT_IN_CMU_DICT
torvalds,NOT_IN_CMU_DICT
torvill,NOT_IN_CMU_DICT
tory,
toshiba,
toss,
total,WATER RAIL
totally,WATER LOOK
tote,GET
toucan,NOT_IN_CMU_DICT
touch,
touch-and-go,NOT_IN_CMU_DICT
touch-screen,NOT_IN_CMU_DICT
touch-tone,NOT_IN_CMU_DICT
touch-typing,NOT_IN_CMU_DICT
touchdown,
touches,
touchpad,NOT_IN_CMU_DICT
touchscreen,NOT_IN_CMU_DICT
touchwood,NOT_IN_CMU_DICT
touchy,
tough,
tougher,
toughie,
toulouse-lautrec,NOT_IN_CMU_DICT
tour,
toured,
touring,TALKING
tourism,
tourist,GET
touristic,NOT_IN_CMU_DICT
touristy,NOT_IN_CMU_DICT
tourmaline,LOOK
tournament,GET
tournedos,
tours,
tout,GET
tow,
toward,
towbar,NOT_IN_CMU_DICT
towed,
towel,RAIL
tower,
town,
townee,NOT_IN_CMU_DICT
township,
townspeople,RAIL
towpath,NOT_IN_CMU_DICT
towpaths,NOT_IN_CMU_DICT
towrope,NOT_IN_CMU_DICT
toxic,
toxoplasmosis,NOT_IN_CMU_DICT
toy,
toy-boy,NOT_IN_CMU_DICT
toyota,WATER
toys,
toyshop,NOT_IN_CMU_DICT
trace,RUN
traced,RUN GET
tracey,RUN
track,RUN
trackback,NOT_IN_CMU_DICT
trackbacks,NOT_IN_CMU_DICT
trackbacks,NOT_IN_CMU_DICT
tracker,RUN
tract,RUN GET
tractor,RUN
tracy,RUN
trade,RUN
traded,RUN
trademark,RUN
trader,RUN
tradesman,NOT_IN_CMU_DICT
tradespeople,NOT_IN_CMU_DICT
tradition,RUN
traditional,RUN RAIL
traditionally,RUN LOOK
traffic,RUN
trafford,RUN
tragedy,RUN
tragic,RUN
trail,RUN RAIL
trailblazer,RUN RAIL LOOK
trailer,RUN LOOK
train,RUN
trainee,RUN
trainer,RUN
trainers,RUN
traipse,RUN
trait,RUN GET
traitor,RUN WATER
tramadol,NOT_IN_CMU_DICT
trance,RUN
tranmere,NOT_IN_CMU_DICT
tranny,NOT_IN_CMU_DICT
trans,RUN
